timestamp,solar_irrad,module_temp,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),apparent_temperature (°C),precipitation (mm),rain (mm),weather_code (wmo code),pressure_msl (hPa),surface_pressure (hPa),cloud_cover (%),cloud_cover_low (%),cloud_cover_mid (%),cloud_cover_high (%),vapour_pressure_deficit (kPa),wind_speed_10m (km/h),wind_speed_100m (km/h),wind_direction_10m (°),wind_direction_100m (°),wind_gusts_10m (km/h),is_day (),sunshine_duration (s),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²)
2023-01-01 14:00:00+07:00,588.869,49.333,25.8,52,15.1,26.3,0.0,0.0,0,1016.4,981.2,7,1,4,13,1.6,7.9,9.7,150,149,22.0,1,3600.0,550.0,354.0,196.0,499.0
2023-01-01 15:00:00+07:00,412.734,46.149,26.1,49,14.7,26.5,0.0,0.0,0,1015.7,980.6,4,2,4,0,1.71,7.9,9.7,133,135,22.0,1,3600.0,547.0,398.0,149.0,641.8
2023-01-01 16:00:00+07:00,204.152,38.506,25.7,51,14.8,26.1,0.0,0.0,0,1015.5,980.4,5,0,5,6,1.63,8.0,9.8,117,118,20.9,1,3600.0,408.0,290.0,118.0,604.3
2023-01-01 17:00:00+07:00,39.035,28.996,25.1,55,15.3,25.7,0.0,0.0,0,1015.5,980.3,5,0,9,0,1.45,7.6,9.7,115,117,19.4,1,3600.0,217.0,138.0,79.0,462.4
2023-01-01 18:00:00+07:00,0.373,22.584,22.5,71,17.0,23.9,0.0,0.0,0,1016.0,980.5,0,0,0,0,0.79,6.8,9.5,122,127,16.2,0,2059.94,49.0,26.0,23.0,192.2
2023-01-01 19:00:00+07:00,0.016,20.423,23.3,64,16.0,25.1,0.0,0.0,0,1016.0,980.6,8,0,14,0,1.04,2.2,3.6,9,96,9.7,0,0.0,0.0,0.0,0.0,0.0
2023-01-01 20:00:00+07:00,0.007,19.473,23.1,65,16.2,24.7,0.0,0.0,0,1017.1,981.6,3,0,5,0,0.98,3.2,5.6,27,105,5.4,0,0.0,0.0,0.0,0.0,0.0
2023-01-01 21:00:00+07:00,0.009,19.107,22.3,69,16.5,24.2,0.0,0.0,0,1017.9,982.3,0,0,0,0,0.82,2.5,3.0,360,104,5.4,0,0.0,0.0,0.0,0.0,0.0
2023-01-01 22:00:00+07:00,0.007,17.971,19.6,84,16.9,21.1,0.0,0.0,1,1018.3,982.4,40,22,34,0,0.35,6.1,3.3,332,319,6.8,0,0.0,0.0,0.0,0.0,0.0
2023-01-01 23:00:00+07:00,0.004,17.129,18.8,87,16.6,19.9,0.0,0.0,0,1018.3,982.3,0,0,0,0,0.27,8.1,7.6,339,329,10.1,0,0.0,0.0,0.0,0.0,0.0
2023-01-02 00:00:00+07:00,0.001,16.541,18.0,89,16.2,18.9,0.0,0.0,0,1017.9,981.8,7,4,5,0,0.22,8.2,9.0,345,344,10.8,0,0.0,0.0,0.0,0.0,0.0
2023-01-02 01:00:00+07:00,0.003,16.049,17.5,89,15.6,18.4,0.0,0.0,0,1017.5,981.3,6,3,6,0,0.23,6.8,11.6,342,344,10.8,0,0.0,0.0,0.0,0.0,0.0
2023-01-02 02:00:00+07:00,0.002,15.882,16.8,89,14.9,17.4,0.0,0.0,0,1017.2,981.0,2,1,2,0,0.22,7.1,12.9,336,342,10.4,0,0.0,0.0,0.0,0.0,0.0
2023-01-02 03:00:00+07:00,0.003,14.997,16.2,89,14.3,16.6,0.0,0.0,0,1016.8,980.5,0,0,0,0,0.21,6.7,10.8,324,330,10.4,0,0.0,0.0,0.0,0.0,0.0
2023-01-02 04:00:00+07:00,0.001,14.238,15.7,89,13.9,15.9,0.0,0.0,0,1016.8,980.4,2,0,0,6,0.19,7.0,9.2,325,321,9.7,0,0.0,0.0,0.0,0.0,0.0
2023-01-02 05:00:00+07:00,0.0,14.147,15.6,89,13.8,15.8,0.0,0.0,0,1017.2,980.8,0,0,0,0,0.19,6.6,9.3,338,324,10.1,0,0.0,0.0,0.0,0.0,0.0
2023-01-02 06:00:00+07:00,0.802,13.631,15.0,90,13.4,15.1,0.0,0.0,0,1017.8,981.3,0,0,0,0,0.17,6.8,9.5,342,331,10.1,0,0.0,0.0,0.0,0.0,0.0
2023-01-02 07:00:00+07:00,50.857,15.588,14.8,93,13.7,15.1,0.0,0.0,0,1019.3,982.7,0,0,0,0,0.12,6.4,10.7,333,327,10.1,1,0.0,0.0,0.0,0.0,0.0
2023-01-02 08:00:00+07:00,221.602,26.631,17.2,84,14.5,17.7,0.0,0.0,0,1020.4,984.1,0,0,0,0,0.31,6.8,10.4,328,326,13.7,1,2387.08,71.0,43.0,28.0,296.3
2023-01-02 09:00:00+07:00,420.917,36.51,19.8,74,14.9,21.0,0.0,0.0,0,1021.6,985.6,10,0,0,33,0.61,2.6,4.3,326,318,13.7,1,3600.0,270.0,204.0,66.0,644.5
2023-01-02 10:00:00+07:00,599.437,44.92,22.3,60,14.1,23.4,0.0,0.0,0,1021.8,986.1,3,0,0,9,1.08,1.4,2.2,270,261,11.9,1,3600.0,470.0,384.0,86.0,775.9
2023-01-02 11:00:00+07:00,709.734,51.886,24.2,50,13.3,25.8,0.0,0.0,0,1021.1,985.6,19,0,0,62,1.5,0.4,0.5,180,135,11.9,1,3600.0,634.0,538.0,96.0,852.6
2023-01-02 12:00:00+07:00,751.198,53.249,25.5,45,12.6,27.3,0.0,0.0,1,1019.9,984.6,22,0,0,74,1.81,2.2,2.9,90,90,14.4,1,3600.0,741.0,640.0,101.0,894.4
2023-01-02 13:00:00+07:00,712.852,52.802,26.3,41,12.2,28.1,0.0,0.0,1,1018.7,983.5,26,0,0,87,2.01,2.8,3.2,130,117,15.5,1,3600.0,777.0,679.0,98.0,914.1
2023-01-02 14:00:00+07:00,605.677,49.814,26.8,40,12.3,28.1,0.0,0.0,1,1017.2,982.1,20,0,0,68,2.1,4.2,4.6,149,141,16.2,1,3600.0,734.0,634.0,100.0,891.9
2023-01-02 15:00:00+07:00,435.949,46.474,27.1,40,12.2,27.5,0.0,0.0,1,1016.2,981.2,33,2,2,100,2.17,5.2,6.3,155,149,17.3,1,3600.0,624.0,530.0,94.0,852.2
2023-01-02 16:00:00+07:00,210.014,38.113,27.0,40,12.4,26.9,0.0,0.0,0,1015.8,980.8,12,0,0,40,2.12,5.7,7.0,162,159,16.9,1,3600.0,456.0,369.0,87.0,765.5
2023-01-02 17:00:00+07:00,41.065,29.17,26.3,44,13.3,26.7,0.0,0.0,1,1015.9,980.8,22,0,0,74,1.9,4.4,6.7,171,164,15.5,1,3600.0,249.0,182.0,67.0,605.2
2023-01-02 18:00:00+07:00,0.474,21.874,22.8,60,14.6,23.3,0.0,0.0,0,1016.5,981.0,0,0,0,0,1.11,7.2,8.3,186,175,10.1,0,2097.02,58.0,34.0,24.0,249.1
2023-01-02 19:00:00+07:00,0.009,19.511,23.7,52,13.2,23.9,0.0,0.0,0,1017.0,981.6,6,1,2,13,1.41,5.5,8.1,169,167,9.7,0,0.0,0.0,0.0,0.0,0.0
2023-01-02 20:00:00+07:00,0.007,18.658,22.5,57,13.6,23.1,0.0,0.0,0,1018.2,982.6,0,0,0,0,1.16,3.9,6.8,68,122,8.3,0,0.0,0.0,0.0,0.0,0.0
2023-01-02 21:00:00+07:00,0.004,18.055,19.4,76,15.1,20.4,0.0,0.0,0,1018.9,982.9,1,0,0,3,0.54,5.2,3.6,348,45,6.1,0,0.0,0.0,0.0,0.0,0.0
2023-01-02 22:00:00+07:00,0.004,17.294,18.5,81,15.2,19.3,0.0,0.0,0,1019.2,983.1,0,0,0,0,0.4,6.4,4.0,333,360,8.3,0,0.0,0.0,0.0,0.0,0.0
2023-01-02 23:00:00+07:00,0.007,16.71,18.6,79,14.9,19.3,0.0,0.0,0,1019.3,983.2,0,0,0,0,0.45,5.8,9.5,338,335,9.7,0,0.0,0.0,0.0,0.0,0.0
2023-01-03 00:00:00+07:00,0.002,16.357,18.4,76,14.0,18.5,0.0,0.0,0,1018.9,982.8,0,0,0,0,0.51,7.9,15.3,330,326,14.4,0,0.0,0.0,0.0,0.0,0.0
2023-01-03 01:00:00+07:00,0.006,16.681,17.9,75,13.3,17.6,0.0,0.0,0,1018.6,982.4,0,0,0,0,0.52,9.2,17.6,329,329,16.6,0,0.0,0.0,0.0,0.0,0.0
2023-01-03 02:00:00+07:00,0.004,16.35,17.3,75,12.8,16.8,0.0,0.0,0,1018.1,981.9,0,0,0,0,0.5,9.5,19.6,331,334,18.0,0,0.0,0.0,0.0,0.0,0.0
2023-01-03 03:00:00+07:00,0.001,16.035,17.0,75,12.6,16.4,0.0,0.0,0,1017.5,981.3,6,4,4,0,0.48,9.7,20.0,329,334,18.0,0,0.0,0.0,0.0,0.0,0.0
2023-01-03 04:00:00+07:00,0.003,15.438,16.8,75,12.4,16.1,0.0,0.0,0,1017.5,981.2,9,3,6,8,0.48,10.2,20.8,328,334,19.1,0,0.0,0.0,0.0,0.0,0.0
2023-01-03 05:00:00+07:00,0.003,14.509,16.6,75,12.2,15.8,0.0,0.0,0,1017.8,981.5,7,3,7,0,0.47,10.2,20.6,328,333,19.4,0,0.0,0.0,0.0,0.0,0.0
2023-01-03 06:00:00+07:00,0.665,14.141,16.3,75,11.9,15.6,0.0,0.0,0,1018.4,982.1,11,5,11,0,0.46,9.2,19.2,329,332,19.1,0,0.0,0.0,0.0,0.0,0.0
2023-01-03 07:00:00+07:00,30.051,17.112,16.1,79,12.5,15.4,0.0,0.0,1,1019.6,983.2,37,24,26,0,0.39,10.4,20.3,326,335,16.9,1,0.0,0.0,0.0,0.0,0.0
2023-01-03 08:00:00+07:00,104.086,21.716,17.6,73,12.8,17.0,0.0,0.0,2,1020.5,984.2,52,33,37,0,0.53,10.5,20.3,329,335,20.9,1,2369.38,61.0,31.0,30.0,214.3
2023-01-03 09:00:00+07:00,210.696,26.986,20.1,65,13.3,20.0,0.0,0.0,3,1021.3,985.3,97,57,76,0,0.82,7.9,12.2,330,332,19.8,1,3600.0,238.0,147.0,91.0,465.4
2023-01-03 10:00:00+07:00,269.381,30.938,22.2,57,13.2,22.4,0.0,0.0,3,1021.5,985.7,100,100,100,0,1.15,5.5,7.8,337,338,18.7,1,3600.0,359.0,183.0,176.0,370.0
2023-01-03 11:00:00+07:00,362.963,36.326,23.0,54,13.2,23.6,0.0,0.0,3,1020.9,985.3,100,100,100,0,1.29,2.4,3.2,333,333,16.6,1,0.0,286.0,19.0,267.0,30.1
2023-01-03 12:00:00+07:00,445.269,42.573,23.8,53,13.6,24.5,0.0,0.0,3,1019.9,984.4,100,97,96,0,1.39,2.6,3.0,164,166,11.9,1,587.54,347.0,57.0,290.0,79.6
2023-01-03 13:00:00+07:00,293.323,38.005,24.5,53,14.2,25.1,0.0,0.0,3,1018.6,983.2,100,98,100,0,1.45,5.2,6.4,164,164,16.6,1,2837.59,404.0,115.0,289.0,154.6
2023-01-03 14:00:00+07:00,244.529,36.697,25.4,52,14.8,26.1,0.0,0.0,2,1017.1,981.9,76,34,76,0,1.55,6.0,6.9,155,152,17.3,1,3600.0,474.0,228.0,246.0,320.0
2023-01-03 15:00:00+07:00,178.468,33.963,25.6,52,15.1,26.3,0.0,0.0,0,1016.0,980.8,15,1,24,0,1.56,6.4,7.9,142,141,17.6,1,3600.0,398.0,164.0,234.0,262.9
2023-01-03 16:00:00+07:00,102.187,30.788,25.3,54,15.3,26.2,0.0,0.0,1,1015.5,980.3,29,8,37,0,1.48,6.1,7.6,135,135,17.3,1,3600.0,280.0,106.0,174.0,218.9
2023-01-03 17:00:00+07:00,26.711,26.697,24.6,57,15.4,25.5,0.0,0.0,2,1015.6,980.3,78,18,100,5,1.34,6.1,7.9,140,137,15.5,1,1764.12,130.0,36.0,94.0,118.8
2023-01-03 18:00:00+07:00,0.284,24.159,23.3,63,15.8,24.7,0.0,0.0,3,1016.3,980.9,89,36,94,0,1.07,4.1,8.8,165,161,13.3,0,0.0,29.0,5.0,24.0,36.3
2023-01-03 19:00:00+07:00,0.018,22.543,21.7,72,16.5,23.3,0.0,0.0,0,1016.8,981.2,4,0,6,0,0.72,4.9,9.4,144,162,7.6,0,0.0,0.0,0.0,0.0,0.0
2023-01-03 20:00:00+07:00,0.011,19.551,21.0,77,16.9,22.6,0.0,0.0,0,1017.9,982.1,1,0,2,0,0.56,5.1,8.8,184,189,8.6,0,0.0,0.0,0.0,0.0,0.0
2023-01-03 21:00:00+07:00,0.005,18.376,21.6,71,16.1,23.1,0.0,0.0,0,1018.5,982.8,2,0,3,0,0.75,3.7,6.4,241,218,8.3,0,0.0,0.0,0.0,0.0,0.0
2023-01-03 22:00:00+07:00,0.01,17.928,21.2,73,16.1,23.1,0.0,0.0,0,1018.9,983.1,5,2,5,0,0.69,1.8,4.2,270,211,5.4,0,0.0,0.0,0.0,0.0,0.0
2023-01-03 23:00:00+07:00,0.01,17.684,20.3,78,16.2,22.1,0.0,0.0,0,1018.6,982.7,5,4,3,0,0.53,2.3,0.5,321,225,3.2,0,0.0,0.0,0.0,0.0,0.0
2023-01-04 00:00:00+07:00,0.006,18.0,19.2,82,16.1,20.6,0.0,0.0,0,1018.6,982.6,13,11,5,0,0.4,4.7,2.9,328,7,5.8,0,0.0,0.0,0.0,0.0,0.0
2023-01-04 01:00:00+07:00,0.005,17.024,19.0,82,15.8,20.2,0.0,0.0,0,1018.8,982.8,18,15,7,0,0.4,4.9,4.3,324,360,6.1,0,0.0,0.0,0.0,0.0,0.0
2023-01-04 02:00:00+07:00,0.007,17.645,18.3,85,15.6,19.3,0.0,0.0,0,1018.0,981.9,15,15,2,0,0.32,6.3,6.6,329,347,7.9,0,0.0,0.0,0.0,0.0,0.0
2023-01-04 03:00:00+07:00,0.006,17.639,17.7,87,15.5,18.6,0.0,0.0,0,1017.5,981.4,0,0,0,0,0.27,6.4,10.0,333,347,9.4,0,0.0,0.0,0.0,0.0,0.0
2023-01-04 04:00:00+07:00,0.004,17.519,17.9,85,15.3,18.9,0.0,0.0,0,1017.1,981.0,2,1,1,0,0.31,5.2,13.0,326,341,9.7,0,0.0,0.0,0.0,0.0,0.0
2023-01-04 05:00:00+07:00,0.003,17.426,17.6,86,15.1,18.4,0.0,0.0,0,1017.4,981.2,19,11,15,0,0.29,5.9,14.2,322,336,11.9,0,0.0,0.0,0.0,0.0,0.0
2023-01-04 06:00:00+07:00,0.73,17.006,17.1,87,15.0,17.8,0.0,0.0,0,1017.6,981.4,0,0,0,0,0.25,6.9,15.1,321,332,13.0,0,0.0,0.0,0.0,0.0,0.0
2023-01-04 07:00:00+07:00,46.623,18.137,17.5,88,15.5,18.4,0.0,0.0,0,1018.7,982.5,14,9,9,2,0.24,6.5,14.7,326,335,15.1,1,0.0,0.0,0.0,0.0,0.0
2023-01-04 08:00:00+07:00,134.062,24.872,19.0,81,15.7,19.9,0.0,0.0,0,1019.8,983.7,13,4,14,4,0.41,7.5,14.8,325,334,16.2,1,2352.58,59.0,28.0,31.0,194.2
2023-01-04 09:00:00+07:00,329.917,32.911,21.3,72,16.1,22.5,0.0,0.0,0,1020.5,984.7,8,4,0,14,0.7,6.2,9.1,324,326,16.2,1,3600.0,240.0,148.0,92.0,469.6
2023-01-04 10:00:00+07:00,594.379,43.493,23.5,63,16.0,24.8,0.0,0.0,0,1020.4,984.8,7,1,6,8,1.07,5.2,7.1,326,330,16.6,1,3600.0,422.0,297.0,125.0,600.8
2023-01-04 11:00:00+07:00,597.547,47.957,25.3,57,16.2,27.3,0.0,0.0,0,1019.7,984.4,8,2,8,3,1.38,2.1,2.7,329,337,16.2,1,3600.0,576.0,435.0,141.0,688.9
2023-01-04 12:00:00+07:00,741.455,54.243,26.5,54,16.5,29.0,0.0,0.0,0,1018.3,983.2,10,4,4,13,1.58,2.4,2.7,117,113,13.7,1,3600.0,653.0,489.0,164.0,682.1
2023-01-04 13:00:00+07:00,702.419,53.326,27.0,53,16.6,29.1,0.0,0.0,0,1017.1,982.1,12,4,4,19,1.67,4.6,5.8,129,120,16.9,1,3600.0,627.0,416.0,211.0,558.3
2023-01-04 14:00:00+07:00,542.129,46.838,26.8,53,16.5,28.2,0.0,0.0,0,1015.8,980.8,11,1,11,13,1.64,5.7,6.8,162,155,17.3,1,3600.0,403.0,177.0,226.0,247.9
2023-01-04 15:00:00+07:00,423.26,43.817,27.5,50,16.1,28.9,0.0,0.0,0,1014.7,979.8,13,6,7,12,1.84,4.7,5.4,176,172,16.9,1,3600.0,461.0,283.0,178.0,452.2
2023-01-04 16:00:00+07:00,188.71,36.076,27.7,48,15.8,28.9,0.0,0.0,0,1014.3,979.4,8,0,14,0,1.93,5.2,6.2,146,144,15.1,1,3600.0,393.0,288.0,105.0,592.1
2023-01-04 17:00:00+07:00,48.278,29.331,26.8,52,16.1,27.7,0.0,0.0,0,1014.6,979.6,10,1,16,0,1.69,7.7,10.5,131,128,15.8,1,3600.0,229.0,158.0,71.0,517.4
2023-01-04 18:00:00+07:00,0.538,24.166,24.2,64,17.0,25.8,0.0,0.0,0,1014.9,979.6,7,0,12,0,1.09,5.9,14.7,133,126,15.5,0,2173.52,52.0,28.0,24.0,201.6
2023-01-04 19:00:00+07:00,0.021,22.941,23.9,67,17.4,25.9,0.0,0.0,0,1015.4,980.1,8,0,14,0,0.98,4.6,7.6,162,135,10.8,0,0.0,0.0,0.0,0.0,0.0
2023-01-04 20:00:00+07:00,0.022,22.546,23.6,69,17.5,26.0,0.0,0.0,0,1016.7,981.3,15,7,15,0,0.91,1.9,2.7,292,157,6.5,0,0.0,0.0,0.0,0.0,0.0
2023-01-04 21:00:00+07:00,0.018,21.611,23.1,71,17.4,25.5,0.0,0.0,0,1017.4,981.9,0,0,0,0,0.83,1.8,2.4,323,207,3.2,0,0.0,0.0,0.0,0.0,0.0
2023-01-04 22:00:00+07:00,0.012,20.612,20.9,82,17.8,23.1,0.0,0.0,0,1017.8,982.0,7,7,1,0,0.44,4.1,3.7,345,281,5.0,0,0.0,0.0,0.0,0.0,0.0
2023-01-04 23:00:00+07:00,0.015,19.793,19.9,87,17.7,21.9,0.0,0.0,2,1018.2,982.3,57,55,13,0,0.3,5.6,8.2,345,319,8.3,0,0.0,0.0,0.0,0.0,0.0
2023-01-05 00:00:00+07:00,0.009,19.152,20.2,84,17.5,22.1,0.0,0.0,0,1017.9,982.0,0,0,0,0,0.37,5.5,11.6,349,338,10.1,0,0.0,0.0,0.0,0.0,0.0
2023-01-05 01:00:00+07:00,0.005,18.297,18.9,89,17.1,20.5,0.0,0.0,0,1017.7,981.7,0,0,0,0,0.23,5.7,10.4,342,346,10.1,0,0.0,0.0,0.0,0.0,0.0
2023-01-05 02:00:00+07:00,0.006,17.742,18.9,87,16.7,20.5,0.0,0.0,0,1017.0,981.0,0,0,0,0,0.28,5.2,11.8,326,340,9.7,0,0.0,0.0,0.0,0.0,0.0
2023-01-05 03:00:00+07:00,0.005,17.307,18.3,89,16.4,19.7,0.0,0.0,0,1016.4,980.4,0,0,0,0,0.24,5.5,12.3,328,345,10.8,0,0.0,0.0,0.0,0.0,0.0
2023-01-05 04:00:00+07:00,0.004,17.227,18.0,90,16.2,19.3,0.0,0.0,0,1016.2,980.1,4,0,0,15,0.22,5.6,12.4,320,334,10.8,0,0.0,0.0,0.0,0.0,0.0
2023-01-05 05:00:00+07:00,0.003,16.974,17.7,90,16.1,18.8,0.0,0.0,0,1016.4,980.3,6,0,0,20,0.2,6.2,13.2,324,331,11.9,0,0.0,0.0,0.0,0.0,0.0
2023-01-05 06:00:00+07:00,0.662,16.774,17.4,91,15.9,18.4,0.0,0.0,0,1016.9,980.7,12,0,0,41,0.18,7.0,14.7,325,332,13.0,0,0.0,0.0,0.0,0.0,0.0
2023-01-05 07:00:00+07:00,44.641,18.391,16.9,94,15.8,18.0,0.0,0.0,0,1018.4,982.1,6,5,0,4,0.12,5.6,13.4,320,336,13.0,1,0.0,0.0,0.0,0.0,0.0
2023-01-05 08:00:00+07:00,206.361,28.147,18.5,86,16.1,19.6,0.0,0.0,0,1019.2,983.1,1,0,0,2,0.3,7.2,13.0,323,332,14.8,1,2336.75,65.0,37.0,28.0,257.3
2023-01-05 09:00:00+07:00,423.559,37.497,21.3,75,16.6,22.7,0.0,0.0,0,1020.0,984.2,9,0,0,29,0.64,6.0,9.5,335,335,15.8,1,3600.0,258.0,187.0,71.0,594.4
2023-01-05 10:00:00+07:00,598.049,44.998,23.8,64,16.6,25.5,0.0,0.0,0,1020.2,984.7,19,2,0,58,1.05,4.2,5.3,329,332,16.6,1,3600.0,457.0,366.0,91.0,740.6
2023-01-05 11:00:00+07:00,702.466,52.036,25.5,58,16.7,28.2,0.0,0.0,0,1019.7,984.4,11,10,0,8,1.36,0.7,1.1,270,288,15.1,1,3600.0,610.0,498.0,112.0,788.3
2023-01-05 12:00:00+07:00,738.696,55.35,26.7,54,16.6,29.8,0.0,0.0,1,1018.5,983.4,25,8,0,60,1.62,1.6,2.0,153,135,13.3,1,3600.0,701.0,568.0,133.0,791.4
2023-01-05 13:00:00+07:00,689.144,55.089,27.9,49,16.2,30.7,0.0,0.0,0,1017.1,982.2,19,2,0,57,1.91,4.1,4.8,142,132,16.2,1,3600.0,754.0,633.0,121.0,848.1
2023-01-05 14:00:00+07:00,462.825,49.313,28.6,46,15.8,30.5,0.0,0.0,0,1015.4,980.6,14,10,2,14,2.12,6.4,7.6,142,135,19.1,1,3600.0,683.0,547.0,136.0,764.3
2023-01-05 15:00:00+07:00,329.321,42.506,29.1,44,15.6,30.1,0.0,0.0,0,1013.9,979.2,14,8,11,0,2.26,7.1,8.5,131,126,19.4,1,3600.0,576.0,439.0,137.0,699.2
2023-01-05 16:00:00+07:00,191.67,40.639,29.1,44,15.7,30.2,0.0,0.0,1,1013.4,978.7,45,5,68,0,2.25,6.0,7.1,115,114,18.7,1,3600.0,436.0,330.0,106.0,675.2
2023-01-05 17:00:00+07:00,44.351,32.049,28.0,50,16.6,29.7,0.0,0.0,0,1013.7,978.9,18,7,20,0,1.89,4.5,7.1,119,120,15.1,1,3600.0,228.0,146.0,82.0,474.3
2023-01-05 18:00:00+07:00,0.79,25.271,25.8,61,17.6,27.7,0.0,0.0,0,1014.3,979.2,4,4,0,0,1.3,5.7,5.6,145,135,9.4,0,2212.76,54.0,27.0,27.0,192.7
2023-01-05 19:00:00+07:00,0.022,23.693,24.8,64,17.4,26.5,0.0,0.0,1,1015.2,980.0,31,0,2,100,1.13,6.1,8.9,140,130,7.6,0,0.0,0.0,0.0,0.0,0.0
2023-01-05 20:00:00+07:00,0.019,23.775,25.0,62,17.2,26.8,0.0,0.0,1,1016.5,981.3,25,0,0,83,1.21,5.2,8.1,115,122,8.6,0,0.0,0.0,0.0,0.0,0.0
2023-01-05 21:00:00+07:00,0.014,22.06,24.2,66,17.4,26.7,0.0,0.0,0,1017.2,981.8,10,0,1,30,1.04,0.8,3.1,333,111,7.6,0,0.0,0.0,0.0,0.0,0.0
2023-01-05 22:00:00+07:00,0.012,21.013,20.8,83,17.8,22.8,0.0,0.0,0,1017.9,982.1,7,0,0,22,0.42,6.1,4.8,332,297,7.6,0,0.0,0.0,0.0,0.0,0.0
2023-01-05 23:00:00+07:00,0.01,21.239,20.8,81,17.4,22.3,0.0,0.0,0,1018.1,982.3,1,0,0,2,0.48,7.6,13.1,341,323,13.3,0,0.0,0.0,0.0,0.0,0.0
2023-01-06 00:00:00+07:00,0.013,20.511,19.9,81,16.6,21.0,0.0,0.0,0,1017.8,981.9,1,0,0,3,0.44,8.1,15.7,339,328,14.8,0,0.0,0.0,0.0,0.0,0.0
2023-01-06 01:00:00+07:00,0.014,19.788,18.9,83,15.9,19.7,0.0,0.0,1,1017.5,981.5,29,0,0,97,0.38,8.4,16.8,340,337,15.5,0,0.0,0.0,0.0,0.0,0.0
2023-01-06 02:00:00+07:00,0.013,19.8,18.5,82,15.4,19.1,0.0,0.0,1,1016.9,980.9,28,0,0,92,0.37,8.4,17.7,329,333,16.2,0,0.0,0.0,0.0,0.0,0.0
2023-01-06 03:00:00+07:00,0.006,19.12,18.2,82,15.1,18.5,0.0,0.0,1,1016.6,980.5,29,0,0,98,0.38,9.6,19.0,326,331,18.0,0,0.0,0.0,0.0,0.0,0.0
2023-01-06 04:00:00+07:00,0.009,17.854,18.0,81,14.7,18.1,0.0,0.0,1,1016.4,980.3,30,0,0,99,0.39,10.2,19.7,328,332,19.1,0,0.0,0.0,0.0,0.0,0.0
2023-01-06 05:00:00+07:00,0.005,17.515,17.7,81,14.4,17.8,0.0,0.0,0,1016.5,980.4,0,0,0,0,0.38,9.3,19.2,332,334,19.1,0,0.0,0.0,0.0,0.0,0.0
2023-01-06 06:00:00+07:00,0.648,16.789,17.4,82,14.2,17.5,0.0,0.0,0,1017.2,981.0,3,0,0,9,0.36,8.3,16.8,326,329,18.0,0,0.0,0.0,0.0,0.0,0.0
2023-01-06 07:00:00+07:00,45.204,18.417,17.3,83,14.3,17.2,0.0,0.0,0,1018.3,982.1,10,0,0,35,0.34,10.0,19.4,322,329,17.6,1,0.0,0.0,0.0,0.0,0.0
2023-01-06 08:00:00+07:00,233.192,27.668,18.6,78,14.6,18.7,0.0,0.0,0,1019.4,983.3,9,0,0,30,0.48,10.1,18.7,325,330,20.2,1,2321.92,66.0,39.0,27.0,271.9
2023-01-06 09:00:00+07:00,436.043,36.129,21.1,69,15.3,21.7,0.0,0.0,0,1020.5,984.7,7,0,0,22,0.76,7.5,12.6,325,333,19.1,1,3600.0,260.0,190.0,70.0,605.0
2023-01-06 10:00:00+07:00,613.241,44.992,23.9,58,15.2,24.6,0.0,0.0,0,1020.9,985.4,0,0,0,0,1.23,6.9,9.0,332,337,19.1,1,3600.0,462.0,374.0,88.0,756.9
2023-01-06 11:00:00+07:00,726.976,52.284,25.6,52,15.0,27.2,0.0,0.0,0,1020.4,985.1,3,1,0,6,1.57,3.6,4.3,315,318,18.4,1,3600.0,626.0,529.0,97.0,836.9
2023-01-06 12:00:00+07:00,761.625,55.396,26.7,49,15.1,29.3,0.0,0.0,1,1019.3,984.2,24,19,7,9,1.79,1.8,2.5,281,315,14.8,1,3600.0,726.0,618.0,108.0,860.0
2023-01-06 13:00:00+07:00,575.899,49.837,27.9,45,14.9,30.7,0.0,0.0,1,1017.7,982.7,42,6,16,91,2.07,0.7,1.1,270,342,13.3,1,3600.0,731.0,604.0,127.0,807.8
2023-01-06 14:00:00+07:00,584.907,50.55,28.7,42,14.6,30.5,0.0,0.0,2,1016.1,981.3,50,8,36,72,2.27,3.2,4.1,90,75,14.0,1,3600.0,673.0,536.0,137.0,747.0
2023-01-06 15:00:00+07:00,311.536,41.385,28.8,41,14.1,29.5,0.0,0.0,2,1015.1,980.3,57,5,39,96,2.35,6.0,7.6,73,71,16.9,1,3600.0,594.0,457.0,137.0,725.4
2023-01-06 16:00:00+07:00,199.793,34.968,28.4,39,13.3,28.1,0.0,0.0,1,1014.9,980.1,26,10,3,52,2.34,8.8,11.4,55,55,20.2,1,3600.0,436.0,331.0,105.0,674.0
2023-01-06 17:00:00+07:00,51.622,29.437,27.3,38,11.8,26.1,0.0,0.0,1,1015.2,980.3,21,9,21,0,2.25,12.0,18.4,41,42,23.4,1,3600.0,231.0,157.0,74.0,506.0
2023-01-06 18:00:00+07:00,0.447,25.257,25.1,43,11.7,23.9,0.0,0.0,0,1016.4,981.2,19,7,21,0,1.81,11.8,23.2,31,36,24.5,1,2252.52,56.0,30.0,26.0,212.2
2023-01-06 19:00:00+07:00,0.024,23.867,23.6,50,12.7,23.2,0.0,0.0,2,1017.8,982.3,64,5,100,0,1.44,8.5,17.9,12,19,22.3,0,0.0,0.0,0.0,0.0,0.0
