id,Usage,timestamp,actual_0,actual_1,actual_2,actual_3,actual_4,actual_5,actual_6,actual_7,actual_8,actual_9,actual_10,actual_11,actual_12,actual_13,actual_14,actual_15,actual_16,actual_17,actual_18,actual_19,actual_20,actual_21,actual_22,actual_23
4023,Public,2023-11-24 07:00:00+07:00,89.344,265.341,440.013,570.731,649.859,660.68,641.098,443.17,306.607,76.478,14.671,0.061,0.036,0.026,0.023,0.01,0.009,0.009,0.007,0.013,0.021,0.022,0.015,3.555
4024,Public,2023-10-04 04:00:00+07:00,0.024,0.036,28.786,206.123,430.097,632.064,761.185,835.618,841.622,784.049,522.689,236.38,101.255,57.982,0.874,0.051,0.046,0.048,0.051,0.035,0.034,0.023,0.022,0.021
4025,Public,2023-09-22 04:00:00+07:00,0.027,0.043,32.418,200.97,428.017,412.296,775.325,881.374,839.277,706.211,419.08,531.569,257.146,81.911,4.284,0.051,0.046,0.041,0.038,0.034,0.027,0.034,0.027,0.026
4026,Public,2023-10-29 06:00:00+07:00,14.169,90.289,189.368,346.615,517.726,665.442,600.263,521.07,348.364,266.645,97.887,20.788,0.112,0.037,0.038,0.031,0.031,0.029,0.025,0.02,0.024,0.026,0.026,0.024
4027,Public,2023-12-28 03:00:00+07:00,0.001,0.003,0.007,0.624,34.806,146.679,253.286,498.579,572.615,594.399,540.023,424.963,250.767,120.413,25.109,0.285,0.018,0.02,0.01,0.014,0.012,0.012,0.012,0.011
4028,Public,2023-06-05 17:00:00+07:00,198.667,21.257,0.059,0.015,0.02,0.024,0.024,0.028,0.023,0.02,0.026,0.023,2.009,54.233,205.845,528.989,495.994,779.063,985.405,752.721,447.728,87.861,171.736,179.685
4029,Public,2023-08-07 22:00:00+07:00,0.009,0.006,0.006,0.01,0.01,0.006,0.008,0.048,13.644,84.125,77.313,107.374,124.563,178.647,182.321,94.441,227.529,143.213,89.738,70.135,14.126,0.044,0.013,0.005
4030,Public,2023-05-22 19:00:00+07:00,0.106,0.04,0.043,0.034,0.032,0.026,0.023,0.023,0.016,0.02,1.243,75.695,188.443,358.006,636.36,821.81,898.885,912.418,804.649,617.07,104.273,197.779,70.162,21.777
4031,Public,2023-12-14 08:00:00+07:00,205.632,354.418,477.919,559.706,497.438,504.646,413.068,230.524,101.045,16.919,0.136,0.028,0.027,0.023,0.017,0.02,0.014,0.006,0.006,0.005,0.003,0.005,2.062,50.858
4032,Public,2023-10-28 14:00:00+07:00,493.419,350.043,140.607,20.863,0.069,0.018,0.016,0.014,0.013,0.015,0.029,0.026,0.009,0.013,0.018,0.016,14.169,90.289,189.368,346.615,517.726,665.442,600.263,521.07
4033,Public,2023-12-01 08:00:00+07:00,175.169,373.396,451.927,518.281,623.8,587.009,364.188,284.404,101.985,2.44,0.042,0.021,0.024,0.023,0.023,0.029,0.026,0.029,0.028,0.025,0.028,0.028,2.324,50.805
4034,Public,2023-08-05 22:00:00+07:00,0.022,0.014,0.022,0.021,0.024,0.015,0.012,0.08,17.897,94.701,157.212,269.907,418.879,368.341,429.343,447.775,273.617,169.138,92.882,65.739,14.101,0.048,0.021,0.013
4035,Public,2023-12-07 08:00:00+07:00,181.604,324.707,406.153,540.276,517.021,521.774,306.833,97.364,70.136,12.163,0.042,0.019,0.008,0.015,0.008,0.012,0.011,0.016,0.021,0.017,0.012,0.009,3.492,35.444
4036,Public,2023-11-22 01:00:00+07:00,0.003,0.002,0.002,0.006,0.008,7.261,94.111,272.905,449.299,546.142,499.073,650.775,580.796,457.497,286.31,100.659,15.352,0.048,0.026,0.021,0.015,0.013,0.013,0.008
4037,Public,2023-11-26 09:00:00+07:00,424.919,552.156,596.682,635.737,514.952,430.339,277.552,105.595,14.831,0.048,0.016,0.019,0.017,0.008,0.011,0.013,0.021,0.018,0.017,0.012,0.008,6.878,64.895,243.776
4038,Public,2023-07-29 13:00:00+07:00,420.375,613.683,294.3,294.573,118.763,20.302,0.212,0.037,0.015,0.012,0.017,0.02,0.018,0.019,0.018,0.022,0.093,21.888,138.326,233.07,455.033,578.491,768.95,806.734
4039,Public,2023-10-19 01:00:00+07:00,0.011,0.01,0.006,0.004,0.006,20.824,135.292,375.428,567.722,639.11,541.506,614.329,570.918,436.678,321.633,218.236,40.63,0.195,0.028,0.024,0.023,0.021,0.021,0.018
4040,Public,2023-04-05 05:00:00+07:00,0.022,13.903,93.581,234.663,384.965,552.435,693.778,752.661,707.82,571.016,388.138,206.138,76.498,9.547,0.04,0.034,0.036,0.036,0.027,0.024,0.018,0.02,0.019,0.011
4041,Public,2023-08-28 08:00:00+07:00,291.199,524.544,699.342,299.018,261.295,386.144,616.295,460.352,159.699,66.489,9.765,0.048,0.042,0.041,0.04,0.039,0.036,0.027,0.021,0.016,0.021,0.057,51.223,233.431
4042,Public,2023-06-21 11:00:00+07:00,355.861,332.172,480.251,574.823,244.658,110.135,33.166,22.419,0.376,0.018,0.022,0.019,0.022,0.017,0.018,0.015,0.014,0.017,0.937,45.751,266.901,198.978,339.369,412.262
4043,Public,2023-08-23 06:00:00+07:00,23.722,168.92,440.904,551.693,609.469,515.074,304.387,739.76,394.199,181.944,175.837,144.813,15.387,0.042,0.04,0.029,0.019,0.017,0.016,0.015,0.019,0.014,0.016,0.056
4044,Public,2023-08-05 21:00:00+07:00,0.014,0.022,0.014,0.022,0.021,0.024,0.015,0.012,0.08,17.897,94.701,157.212,269.907,418.879,368.341,429.343,447.775,273.617,169.138,92.882,65.739,14.101,0.048,0.021
4045,Public,2023-12-04 03:00:00+07:00,0.009,0.003,0.005,3.597,68.738,218.881,404.046,538.253,612.253,617.811,561.198,431.967,252.147,96.43,13.791,0.068,0.034,0.033,0.03,0.026,0.02,0.016,0.01,0.009
4046,Public,2023-07-26 04:00:00+07:00,0.007,0.254,26.114,141.879,389.796,489.549,745.634,940.727,932.364,155.11,363.377,424.763,325.014,172.177,34.839,0.482,0.021,0.015,0.017,0.017,0.027,0.027,0.025,0.019
4047,Public,2023-10-20 04:00:00+07:00,0.015,0.021,21.914,169.708,380.232,563.859,698.429,774.053,769.301,711.752,600.647,379.26,107.713,24.394,0.38,0.029,0.019,0.019,0.016,0.017,0.017,0.014,0.014,0.017
4048,Public,2023-07-26 21:00:00+07:00,0.015,0.017,0.017,0.027,0.027,0.025,0.019,0.022,0.567,73.816,115.133,223.688,373.609,744.274,792.053,578.076,711.883,640.801,438.32,306.267,202.109,47.518,0.32,0.025
4049,Public,2023-11-18 15:00:00+07:00,283.162,104.346,15.379,0.036,0.014,0.016,0.016,0.021,0.015,0.009,0.007,0.01,0.004,0.005,0.009,7.702,101.961,290.987,470.116,596.277,662.241,659.225,591.636,450.106
4050,Public,2023-12-05 13:00:00+07:00,547.138,412.687,261.768,88.97,16.369,0.045,0.029,0.03,0.026,0.023,0.018,0.011,0.008,0.008,0.004,0.006,0.005,3.502,67.3,227.172,395.577,526.183,598.254,612.302
4051,Public,2023-12-07 15:00:00+07:00,97.364,70.136,12.163,0.042,0.019,0.008,0.015,0.008,0.012,0.011,0.016,0.021,0.017,0.012,0.009,3.492,35.444,125.194,180.542,371.111,385.662,330.58,227.029,103.789
4052,Public,2023-05-13 01:00:00+07:00,0.009,0.002,0.004,0.004,0.237,15.913,85.497,228.609,304.532,40.783,276.786,723.43,497.355,834.479,653.12,418.299,205.038,28.155,0.039,0.02,0.018,0.007,0.007,0.01
4053,Public,2023-10-10 18:00:00+07:00,0.279,0.03,0.028,0.028,0.035,0.033,0.029,0.026,0.031,0.027,0.029,0.041,10.024,31.157,163.982,246.237,228.983,329.246,445.483,531.121,608.182,239.562,199.674,54.29
4054,Public,2023-05-31 17:00:00+07:00,125.283,22.273,0.16,0.029,0.03,0.022,0.019,0.018,0.027,0.023,0.02,0.022,2.004,101.832,326.509,565.021,746.024,878.527,953.567,987.03,825.171,806.484,638.474,448.567
4055,Public,2023-08-10 19:00:00+07:00,0.107,0.01,0.012,0.013,0.012,0.009,0.01,0.01,0.013,0.015,0.106,23.57,192.711,476.731,695.726,505.281,607.375,553.659,342.416,415.974,204.572,86.095,97.647,19.844
4056,Public,2023-11-14 02:00:00+07:00,0.024,0.027,0.027,0.017,10.436,117.501,340.801,496.468,622.34,637.353,652.086,407.42,450.433,319.674,128.111,22.463,0.045,0.028,0.026,0.027,0.025,0.025,0.02,0.023
4057,Public,2023-06-25 23:00:00+07:00,0.01,0.01,0.009,0.009,0.014,0.012,0.888,39.883,152.991,245.93,408.218,460.073,831.954,923.804,953.304,286.301,85.179,182.624,107.334,24.249,0.209,0.027,0.028,0.014
4058,Public,2023-08-28 22:00:00+07:00,0.04,0.039,0.036,0.027,0.021,0.016,0.021,0.057,51.223,233.431,435.174,736.049,901.609,633.953,743.046,852.701,562.445,313.207,340.058,167.139,15.814,0.047,0.044,0.027
4059,Public,2023-08-11 00:00:00+07:00,0.009,0.01,0.01,0.013,0.015,0.106,23.57,192.711,476.731,695.726,505.281,607.375,553.659,342.416,415.974,204.572,86.095,97.647,19.844,0.055,0.019,0.018,0.02,0.021
4060,Public,2023-10-10 20:00:00+07:00,0.028,0.028,0.035,0.033,0.029,0.026,0.031,0.027,0.029,0.041,10.024,31.157,163.982,246.237,228.983,329.246,445.483,531.121,608.182,239.562,199.674,54.29,0.559,0.016
4061,Public,2023-06-09 18:00:00+07:00,74.356,0.894,0.043,0.045,0.042,0.038,0.035,0.039,0.034,0.037,0.04,0.641,51.13,251.425,514.616,537.845,519.868,850.968,786.997,707.798,384.946,641.061,184.922,117.398
4062,Public,2023-11-13 22:00:00+07:00,0.029,0.031,0.034,0.029,0.024,0.027,0.027,0.017,10.436,117.501,340.801,496.468,622.34,637.353,652.086,407.42,450.433,319.674,128.111,22.463,0.045,0.028,0.026,0.027
4063,Public,2023-04-09 23:00:00+07:00,0.035,0.033,0.029,0.018,0.02,0.018,0.034,17.589,122.669,295.275,476.824,639.101,740.985,788.062,728.953,594.371,407.27,242.546,89.275,13.477,0.032,0.024,0.028,0.03
4064,Public,2023-09-10 14:00:00+07:00,329.555,130.072,185.067,81.409,9.075,0.028,0.012,0.029,0.024,0.022,0.016,0.016,0.013,0.02,0.022,0.018,24.241,159.953,301.997,374.157,477.947,578.602,576.874,515.577
4065,Public,2023-07-18 20:00:00+07:00,0.026,0.026,0.023,0.023,0.033,0.029,0.03,0.029,0.028,0.411,46.776,290.835,357.315,766.786,803.228,908.423,731.085,747.675,131.349,449.579,487.605,186.922,15.069,0.119
4066,Public,2023-10-09 10:00:00+07:00,193.984,131.977,236.856,195.56,291.706,231.841,120.041,42.896,0.458,0.012,0.011,0.015,0.022,0.015,0.008,0.009,0.017,0.009,0.013,0.014,10.632,30.903,74.659,163.825
4067,Public,2023-11-03 21:00:00+07:00,0.038,0.031,0.031,0.029,0.026,0.016,0.013,0.015,0.01,10.058,133.7,329.096,508.29,639.551,728.701,662.878,627.775,348.631,303.627,182.935,25.643,0.12,0.044,0.041
4068,Public,2023-05-24 10:00:00+07:00,823.164,908.143,917.706,848.404,552.86,441.6,56.258,84.631,22.977,0.082,0.007,0.01,0.013,0.015,0.014,0.013,0.01,0.01,0.012,1.506,87.558,326.083,424.44,618.232
4069,Public,2023-12-11 09:00:00+07:00,396.924,530.379,604.714,612.865,554.475,429.608,261.801,97.611,17.068,0.088,0.021,0.024,0.02,0.017,0.013,0.018,0.014,0.012,0.006,0.003,0.004,2.426,60.9,212.884
4070,Public,2023-10-16 22:00:00+07:00,0.016,0.012,0.014,0.012,0.017,0.012,0.015,0.015,4.592,50.979,161.203,307.982,570.224,714.643,684.781,587.197,446.63,387.237,159.119,17.005,0.207,0.02,0.014,0.013
4071,Public,2023-10-23 00:00:00+07:00,0.019,0.017,0.018,0.018,0.017,0.005,15.05,99.033,246.676,304.576,521.228,648.527,608.035,616.303,420.91,351.813,114.593,25.458,0.108,0.019,0.02,0.021,0.017,0.015
4072,Public,2023-12-15 05:00:00+07:00,0.005,2.062,50.858,199.545,360.422,504.856,579.682,587.712,469.337,399.292,257.509,102.183,19.492,0.109,0.016,0.02,0.018,0.013,0.009,0.011,0.011,0.005,0.006,0.002
4073,Public,2023-11-11 15:00:00+07:00,283.73,114.775,18.026,0.066,0.044,0.042,0.04,0.028,0.029,0.027,0.024,0.029,0.02,0.017,0.02,8.65,110.288,303.156,524.635,343.5,699.462,660.846,628.974,378.041
4074,Public,2023-12-25 06:00:00+07:00,0.786,49.288,156.538,352.909,504.431,584.358,612.96,519.341,376.051,254.346,111.889,23.882,0.218,0.015,0.009,0.01,0.008,0.002,0.002,0.001,0.002,0.003,0.001,0.001
4075,Public,2023-10-06 05:00:00+07:00,0.021,31.914,144.22,316.632,565.345,754.757,750.112,557.898,651.825,584.388,496.908,198.777,85.115,1.022,0.035,0.033,0.036,0.032,0.027,0.027,0.024,0.022,0.026,0.019
4076,Public,2023-12-14 09:00:00+07:00,354.418,477.919,559.706,497.438,504.646,413.068,230.524,101.045,16.919,0.136,0.028,0.027,0.023,0.017,0.02,0.014,0.006,0.006,0.005,0.003,0.005,2.062,50.858,199.545
4077,Public,2023-08-25 18:00:00+07:00,9.01,0.024,0.034,0.029,0.022,0.018,0.016,0.018,0.015,0.017,0.023,0.053,27.122,126.667,421.463,575.631,296.369,386.222,327.948,441.985,310.433,382.537,235.626,65.132
4078,Public,2023-10-21 07:00:00+07:00,53.979,162.558,189.995,89.911,322.01,447.987,354.83,376.023,360.585,156.814,17.591,0.128,0.02,0.018,0.012,0.012,0.019,0.017,0.016,0.014,0.021,0.022,0.023,9.544
4079,Public,2023-08-28 09:00:00+07:00,524.544,699.342,299.018,261.295,386.144,616.295,460.352,159.699,66.489,9.765,0.048,0.042,0.041,0.04,0.039,0.036,0.027,0.021,0.016,0.021,0.057,51.223,233.431,435.174
4080,Public,2023-05-14 21:00:00+07:00,0.016,0.016,0.024,0.036,0.04,0.039,0.023,0.021,0.694,36.241,104.078,143.402,355.981,406.725,436.322,217.638,231.441,202.592,141.82,137.844,56.366,10.456,0.042,0.023
4081,Public,2023-05-05 07:00:00+07:00,247.202,461.511,664.672,806.068,883.406,896.789,830.698,428.537,197.487,320.625,131.527,23.199,0.047,0.011,0.028,0.026,0.021,0.024,0.02,0.018,0.015,0.01,0.948,54.911
4082,Public,2023-12-07 12:00:00+07:00,517.021,521.774,306.833,97.364,70.136,12.163,0.042,0.019,0.008,0.015,0.008,0.012,0.011,0.016,0.021,0.017,0.012,0.009,3.492,35.444,125.194,180.542,371.111,385.662
4083,Public,2023-08-23 10:00:00+07:00,609.469,515.074,304.387,739.76,394.199,181.944,175.837,144.813,15.387,0.042,0.04,0.029,0.019,0.017,0.016,0.015,0.019,0.014,0.016,0.056,36.882,174.338,338.307,621.444
4084,Public,2023-04-28 16:00:00+07:00,335.023,130.559,19.878,0.046,0.021,0.019,0.023,0.029,0.023,0.022,0.018,0.014,0.015,0.554,49.601,233.516,451.083,651.658,799.066,879.985,900.388,859.212,748.312,548.21
4085,Public,2023-08-29 23:00:00+07:00,0.027,0.025,0.031,0.031,0.015,0.02,0.064,38.84,151.174,233.308,271.159,362.707,229.775,381.776,567.789,690.668,235.132,70.69,41.689,8.988,0.032,0.035,0.043,0.037
4086,Public,2023-06-18 21:00:00+07:00,0.055,0.051,0.043,0.041,0.039,0.034,0.036,0.038,1.791,63.334,243.06,544.229,753.467,848.757,458.089,239.292,387.396,714.549,679.801,395.304,113.861,28.426,0.241,0.028
4087,Public,2023-12-07 01:00:00+07:00,0.023,0.014,0.023,0.029,0.019,2.362,50.507,181.604,324.707,406.153,540.276,517.021,521.774,306.833,97.364,70.136,12.163,0.042,0.019,0.008,0.015,0.008,0.012,0.011
4088,Public,2023-09-22 19:00:00+07:00,0.051,0.046,0.041,0.038,0.034,0.027,0.034,0.027,0.026,0.021,0.034,30.782,229.44,403.977,640.013,744.12,721.768,801.28,721.946,587.529,480.484,284.256,76.356,2.669
4089,Public,2023-12-26 06:00:00+07:00,1.158,47.931,191.71,360.251,498.326,578.212,592.583,544.395,434.61,275.071,109.172,21.179,0.241,0.011,0.006,0.013,0.009,0.004,0.004,0.003,0.003,0.004,0.001,0.003
4090,Public,2023-08-23 11:00:00+07:00,515.074,304.387,739.76,394.199,181.944,175.837,144.813,15.387,0.042,0.04,0.029,0.019,0.017,0.016,0.015,0.019,0.014,0.016,0.056,36.882,174.338,338.307,621.444,667.577
4091,Public,2023-11-04 03:00:00+07:00,0.013,0.015,0.01,10.058,133.7,329.096,508.29,639.551,728.701,662.878,627.775,348.631,303.627,182.935,25.643,0.12,0.044,0.041,0.03,0.024,0.024,0.016,0.019,0.013
4092,Public,2023-05-05 21:00:00+07:00,0.028,0.026,0.021,0.024,0.02,0.018,0.015,0.01,0.948,54.911,234.883,452.61,656.411,798.381,880.028,901.382,811.905,681.443,531.047,325.329,136.046,20.193,0.064,0.019
4093,Public,2023-09-21 22:00:00+07:00,0.038,0.036,0.033,0.031,0.031,0.028,0.027,0.043,32.418,200.97,428.017,412.296,775.325,881.374,839.277,706.211,419.08,531.569,257.146,81.911,4.284,0.051,0.046,0.041
4094,Public,2023-07-30 17:00:00+07:00,114.254,29.262,0.132,0.023,0.025,0.028,0.03,0.027,0.027,0.029,0.023,0.019,0.12,23.604,50.314,138.035,189.8,237.599,260.886,328.383,246.508,134.402,137.493,125.872
4095,Public,2023-04-05 11:00:00+07:00,693.778,752.661,707.82,571.016,388.138,206.138,76.498,9.547,0.04,0.034,0.036,0.036,0.027,0.024,0.018,0.02,0.019,0.011,0.021,12.72,81.565,206.859,346.325,467.424
4096,Public,2023-05-29 18:00:00+07:00,32.412,0.118,0.013,0.016,0.016,0.024,0.021,0.019,0.019,0.017,0.02,3.72,102.297,329.821,554.21,740.011,879.61,949.29,851.333,924.335,496.098,714.45,435.978,189.994
4097,Public,2023-10-30 16:00:00+07:00,15.043,2.182,0.025,0.01,0.011,0.009,0.014,0.011,0.011,0.012,0.013,0.01,0.012,0.011,6.111,79.713,283.357,263.821,513.625,375.839,226.672,557.32,251.666,210.685
4098,Public,2023-04-20 07:00:00+07:00,262.841,428.451,603.486,710.496,756.069,741.267,701.563,607.149,385.553,32.063,110.554,22.97,0.025,0.018,0.017,0.021,0.015,0.01,0.008,0.007,0.011,0.005,0.165,27.265
4099,Public,2023-09-23 02:00:00+07:00,0.027,0.026,0.021,0.034,30.782,229.44,403.977,640.013,744.12,721.768,801.28,721.946,587.529,480.484,284.256,76.356,2.669,0.032,0.032,0.041,0.04,0.036,0.032,0.029
4100,Public,2023-06-27 03:00:00+07:00,0.016,0.019,1.035,31.621,137.007,426.451,682.892,843.562,907.833,920.436,890.593,847.316,749.039,544.537,232.875,46.839,0.796,0.053,0.043,0.016,0.03,0.025,0.022,0.022
4101,Public,2023-08-26 11:00:00+07:00,386.222,327.948,441.985,310.433,382.537,235.626,65.132,9.507,0.048,0.037,0.042,0.04,0.03,0.033,0.027,0.028,0.025,0.026,0.051,9.44,67.28,192.576,321.592,496.108
4102,Public,2023-10-29 12:00:00+07:00,600.263,521.07,348.364,266.645,97.887,20.788,0.112,0.037,0.038,0.031,0.031,0.029,0.025,0.02,0.024,0.026,0.026,0.024,14.764,86.534,160.84,417.666,604.735,662.934
4103,Public,2023-11-24 03:00:00+07:00,0.005,0.006,0.004,6.714,89.344,265.341,440.013,570.731,649.859,660.68,641.098,443.17,306.607,76.478,14.671,0.061,0.036,0.026,0.023,0.01,0.009,0.009,0.007,0.013
4104,Public,2023-05-02 15:00:00+07:00,398.084,193.16,80.628,16.018,0.019,0.029,0.006,0.005,0.006,0.008,0.007,0.002,0.004,0.004,0.68,46.023,253.947,477.175,677.777,814.551,892.459,922.269,780.846,616.03
4105,Public,2023-10-05 13:00:00+07:00,665.083,610.603,480.489,211.182,36.968,1.056,0.046,0.043,0.04,0.028,0.018,0.016,0.014,0.014,0.012,0.011,0.021,31.914,144.22,316.632,565.345,754.757,750.112,557.898
4106,Public,2023-08-24 09:00:00+07:00,621.444,667.577,432.81,342.303,369.771,342.356,323.161,379.578,77.063,20.3,0.042,0.029,0.028,0.028,0.026,0.024,0.023,0.017,0.02,0.024,0.048,40.178,217.136,298.038
4107,Public,2023-11-04 14:00:00+07:00,348.631,303.627,182.935,25.643,0.12,0.044,0.041,0.03,0.024,0.024,0.016,0.019,0.013,0.011,0.008,0.011,13.151,137.201,324.979,510.607,558.943,712.982,688.381,530.386
4108,Public,2023-06-12 10:00:00+07:00,721.71,896.517,927.603,817.439,583.047,294.789,144.876,91.175,27.177,0.715,0.042,0.044,0.038,0.035,0.038,0.032,0.029,0.031,0.026,2.435,55.643,206.628,329.257,432.678
4109,Public,2023-06-12 17:00:00+07:00,91.175,27.177,0.715,0.042,0.044,0.038,0.035,0.038,0.032,0.029,0.031,0.026,2.435,55.643,206.628,329.257,432.678,409.568,765.552,393.605,497.988,342.084,604.393,288.639
4110,Public,2023-10-25 05:00:00+07:00,0.009,15.838,132.948,226.492,528.257,673.573,596.581,751.22,618.034,559.558,393.808,155.9,25.596,0.137,0.051,0.045,0.045,0.026,0.022,0.031,0.027,0.023,0.015,0.015
4111,Public,2023-12-12 22:00:00+07:00,0.01,0.006,0.006,0.002,0.002,0.002,0.002,0.002,1.971,57.02,202.152,363.146,488.155,557.649,568.045,522.444,379.93,221.802,96.006,17.181,0.056,0.038,0.03,0.036
4112,Public,2023-06-23 00:00:00+07:00,0.037,0.039,0.034,0.034,0.031,1.665,52.107,139.197,192.494,460.01,603.035,666.618,541.603,561.169,416.243,440.701,281.811,237.527,55.216,0.511,0.04,0.042,0.037,0.043
4113,Public,2023-10-24 15:00:00+07:00,266.172,123.811,15.816,0.103,0.023,0.021,0.017,0.012,0.016,0.019,0.024,0.016,0.013,0.011,0.009,15.838,132.948,226.492,528.257,673.573,596.581,751.22,618.034,559.558
4114,Public,2023-05-20 19:00:00+07:00,0.183,0.042,0.037,0.037,0.031,0.022,0.023,0.021,0.014,0.012,1.598,80.022,284.058,511.094,705.817,845.859,929.076,945.961,890.931,774.479,299.645,384.145,141.109,25.729
4115,Public,2023-12-15 00:00:00+07:00,0.014,0.006,0.006,0.005,0.003,0.005,2.062,50.858,199.545,360.422,504.856,579.682,587.712,469.337,399.292,257.509,102.183,19.492,0.109,0.016,0.02,0.018,0.013,0.009
4116,Public,2023-06-22 23:00:00+07:00,0.032,0.037,0.039,0.034,0.034,0.031,1.665,52.107,139.197,192.494,460.01,603.035,666.618,541.603,561.169,416.243,440.701,281.811,237.527,55.216,0.511,0.04,0.042,0.037
4117,Public,2023-08-10 21:00:00+07:00,0.012,0.013,0.012,0.009,0.01,0.01,0.013,0.015,0.106,23.57,192.711,476.731,695.726,505.281,607.375,553.659,342.416,415.974,204.572,86.095,97.647,19.844,0.055,0.019
4118,Public,2023-10-12 19:00:00+07:00,0.045,0.039,0.03,0.035,0.033,0.033,0.014,0.013,0.012,0.015,0.016,16.118,94.529,194.143,497.268,616.528,826.644,423.799,359.633,459.729,296.661,185.841,52.117,0.433
4119,Public,2023-11-09 07:00:00+07:00,117.333,296.961,467.461,554.414,689.934,690.837,552.561,400.561,311.46,104.833,21.595,0.067,0.021,0.019,0.019,0.02,0.014,0.011,0.012,0.008,0.009,0.007,0.005,11.356
4120,Public,2023-04-05 01:00:00+07:00,0.022,0.019,0.014,0.017,0.022,13.903,93.581,234.663,384.965,552.435,693.778,752.661,707.82,571.016,388.138,206.138,76.498,9.547,0.04,0.034,0.036,0.036,0.027,0.024
4121,Public,2023-08-22 16:00:00+07:00,362.556,82.303,16.91,0.029,0.011,0.033,0.022,0.016,0.016,0.019,0.018,0.028,0.016,0.059,23.722,168.92,440.904,551.693,609.469,515.074,304.387,739.76,394.199,181.944
4122,Public,2023-09-06 19:00:00+07:00,0.031,0.013,0.013,0.018,0.018,0.021,0.018,0.019,0.019,0.02,0.052,20.257,164.207,261.779,489.726,448.866,717.638,635.886,721.891,563.601,347.633,208.55,26.981,5.708
4123,Public,2023-05-20 15:00:00+07:00,543.543,377.568,172.94,33.964,0.183,0.042,0.037,0.037,0.031,0.022,0.023,0.021,0.014,0.012,1.598,80.022,284.058,511.094,705.817,845.859,929.076,945.961,890.931,774.479
4124,Public,2023-11-29 14:00:00+07:00,425.564,263.08,100.402,17.345,0.047,0.023,0.02,0.016,0.014,0.013,0.013,0.012,0.016,0.013,0.016,0.014,3.187,88.476,230.626,374.271,493.005,470.066,599.03,519.756
4125,Public,2023-06-16 05:00:00+07:00,2.541,88.201,285.02,542.148,736.637,872.933,947.206,659.742,639.471,676.905,639.993,195.042,126.933,49.192,0.429,0.02,0.017,0.015,0.013,0.025,0.023,0.023,0.023,0.023
4126,Public,2023-05-01 12:00:00+07:00,924.837,876.145,748.66,573.144,365.424,135.979,23.538,0.041,0.033,0.026,0.012,0.006,0.006,0.005,0.005,0.008,0.011,0.831,35.29,218.291,483.95,671.441,845.306,921.075
4127,Public,2023-12-18 03:00:00+07:00,0.004,0.005,0.003,1.755,54.448,200.583,369.184,507.129,586.33,601.203,511.888,430.542,267.714,104.57,20.046,0.128,0.019,0.018,0.014,0.012,0.014,0.021,0.007,0.007
4128,Public,2023-04-03 00:00:00+07:00,0.032,0.02,0.019,0.014,0.011,0.016,19.18,144.21,345.589,538.443,706.986,809.08,719.907,468.187,551.863,286.091,277.618,93.489,13.226,0.053,0.046,0.038,0.038,0.027
4129,Public,2023-07-20 05:00:00+07:00,0.306,35.031,225.547,300.703,370.262,449.7,536.54,817.327,856.615,607.698,632.37,369.745,226.722,33.937,0.291,0.021,0.01,0.008,0.009,0.008,0.01,0.019,0.021,0.017
4130,Public,2023-06-12 03:00:00+07:00,0.024,0.024,1.324,93.178,308.034,497.149,513.458,721.71,896.517,927.603,817.439,583.047,294.789,144.876,91.175,27.177,0.715,0.042,0.044,0.038,0.035,0.038,0.032,0.029
4131,Public,2023-04-10 08:00:00+07:00,295.275,476.824,639.101,740.985,788.062,728.953,594.371,407.27,242.546,89.275,13.477,0.032,0.024,0.028,0.03,0.022,0.024,0.021,0.018,0.018,0.019,0.043,18.913,111.345
4132,Public,2023-12-16 16:00:00+07:00,99.687,17.858,0.116,0.023,0.016,0.013,0.013,0.008,0.004,0.002,0.003,0.002,0.003,0.003,1.736,66.103,210.994,324.599,460.633,590.351,592.425,530.162,420.508,264.376
4133,Public,2023-05-05 04:00:00+07:00,0.008,0.903,60.837,247.202,461.511,664.672,806.068,883.406,896.789,830.698,428.537,197.487,320.625,131.527,23.199,0.047,0.011,0.028,0.026,0.021,0.024,0.02,0.018,0.015
4134,Public,2023-06-12 20:00:00+07:00,0.042,0.044,0.038,0.035,0.038,0.032,0.029,0.031,0.026,2.435,55.643,206.628,329.257,432.678,409.568,765.552,393.605,497.988,342.084,604.393,288.639,24.87,6.874,0.461
4135,Public,2023-06-20 04:00:00+07:00,0.016,1.597,65.995,142.674,257.876,482.699,759.635,809.407,722.921,928.697,752.226,417.786,170.231,78.664,39.297,0.423,0.053,0.054,0.046,0.038,0.034,0.032,0.032,0.031
4136,Public,2023-08-04 20:00:00+07:00,0.034,0.037,0.029,0.028,0.029,0.029,0.035,0.031,0.031,0.102,12.106,60.783,143.335,293.224,464.097,266.887,310.928,247.342,378.237,270.796,163.267,63.507,12.295,0.08
4137,Public,2023-11-05 04:00:00+07:00,0.008,0.011,13.151,137.201,324.979,510.607,558.943,712.982,688.381,530.386,367.444,169.239,142.495,15.324,0.084,0.038,0.042,0.034,0.03,0.027,0.028,0.024,0.017,0.017
4138,Public,2023-08-03 19:00:00+07:00,0.111,0.036,0.037,0.035,0.03,0.028,0.027,0.026,0.026,0.027,0.133,28.342,104.008,165.507,278.164,295.56,351.525,354.798,314.555,64.627,181.221,201.932,125.785,13.022
