,Usage,actual_0,actual_1,actual_2,actual_3,actual_4,actual_5,actual_6,actual_7,actual_8,actual_9,actual_10,actual_11,actual_12,actual_13,actual_14,actual_15,actual_16,actual_17,actual_18,actual_19,actual_20,actual_21,actual_22,actual_23
5335,Public,4262.922,4753.893,4806.389,4628.734,4870.035,5451.496,4842.143,5352.523,5875.39,7548.189,7957.858,7713.638,4563.57,7077.76,2834.7,3075.35,2687.975,2585.05,3118.525,2948.771,2842.871,2292.572,2247.023,2155.997
5336,Public,4753.893,4806.389,4628.734,4870.035,5451.496,4842.143,5352.523,5875.39,7548.189,7957.858,7713.638,4563.57,7077.76,2834.7,3075.35,2687.975,2585.05,3118.525,2948.771,2842.871,2292.572,2247.023,2155.997,2055.998
5337,Public,4806.389,4628.734,4870.035,5451.496,4842.143,5352.523,5875.39,7548.189,7957.858,7713.638,4563.57,7077.76,2834.7,3075.35,2687.975,2585.05,3118.525,2948.771,2842.871,2292.572,2247.023,2155.997,2055.998,1933.862
5338,Public,4628.734,4870.035,5451.496,4842.143,5352.523,5875.39,7548.189,7957.858,7713.638,4563.57,7077.76,2834.7,3075.35,2687.975,2585.05,3118.525,2948.771,2842.871,2292.572,2247.023,2155.997,2055.998,1933.862,2120.279
5339,Public,4870.035,5451.496,4842.143,5352.523,5875.39,7548.189,7957.858,7713.638,4563.57,7077.76,2834.7,3075.35,2687.975,2585.05,3118.525,2948.771,2842.871,2292.572,2247.023,2155.997,2055.998,1933.862,2120.279,2032.79
5340,Public,5451.496,4842.143,5352.523,5875.39,7548.189,7957.858,7713.638,4563.57,7077.76,2834.7,3075.35,2687.975,2585.05,3118.525,2948.771,2842.871,2292.572,2247.023,2155.997,2055.998,1933.862,2120.279,2032.79,2086.825
5341,Public,4842.143,5352.523,5875.39,7548.189,7957.858,7713.638,4563.57,7077.76,2834.7,3075.35,2687.975,2585.05,3118.525,2948.771,2842.871,2292.572,2247.023,2155.997,2055.998,1933.862,2120.279,2032.79,2086.825,2014.3
5342,Public,5352.523,5875.39,7548.189,7957.858,7713.638,4563.57,7077.76,2834.7,3075.35,2687.975,2585.05,3118.525,2948.771,2842.871,2292.572,2247.023,2155.997,2055.998,1933.862,2120.279,2032.79,2086.825,2014.3,2137.357
5343,Public,5875.39,7548.189,7957.858,7713.638,4563.57,7077.76,2834.7,3075.35,2687.975,2585.05,3118.525,2948.771,2842.871,2292.572,2247.023,2155.997,2055.998,1933.862,2120.279,2032.79,2086.825,2014.3,2137.357,1980.144
5344,Public,7548.189,7957.858,7713.638,4563.57,7077.76,2834.7,3075.35,2687.975,2585.05,3118.525,2948.771,2842.871,2292.572,2247.023,2155.997,2055.998,1933.862,2120.279,2032.79,2086.825,2014.3,2137.357,1980.144,3091.721
5345,Public,7957.858,7713.638,4563.57,7077.76,2834.7,3075.35,2687.975,2585.05,3118.525,2948.771,2842.871,2292.572,2247.023,2155.997,2055.998,1933.862,2120.279,2032.79,2086.825,2014.3,2137.357,1980.144,3091.721,4168.883
5346,Public,7713.638,4563.57,7077.76,2834.7,3075.35,2687.975,2585.05,3118.525,2948.771,2842.871,2292.572,2247.023,2155.997,2055.998,1933.862,2120.279,2032.79,2086.825,2014.3,2137.357,1980.144,3091.721,4168.883,3295.468
5347,Public,4563.57,7077.76,2834.7,3075.35,2687.975,2585.05,3118.525,2948.771,2842.871,2292.572,2247.023,2155.997,2055.998,1933.862,2120.279,2032.79,2086.825,2014.3,2137.357,1980.144,3091.721,4168.883,3295.468,2459.821
5348,Public,7077.76,2834.7,3075.35,2687.975,2585.05,3118.525,2948.771,2842.871,2292.572,2247.023,2155.997,2055.998,1933.862,2120.279,2032.79,2086.825,2014.3,2137.357,1980.144,3091.721,4168.883,3295.468,2459.821,2138.853
5349,Public,2834.7,3075.35,2687.975,2585.05,3118.525,2948.771,2842.871,2292.572,2247.023,2155.997,2055.998,1933.862,2120.279,2032.79,2086.825,2014.3,2137.357,1980.144,3091.721,4168.883,3295.468,2459.821,2138.853,4489.973
5350,Public,3075.35,2687.975,2585.05,3118.525,2948.771,2842.871,2292.572,2247.023,2155.997,2055.998,1933.862,2120.279,2032.79,2086.825,2014.3,2137.357,1980.144,3091.721,4168.883,3295.468,2459.821,2138.853,4489.973,4290.79
5351,Public,2687.975,2585.05,3118.525,2948.771,2842.871,2292.572,2247.023,2155.997,2055.998,1933.862,2120.279,2032.79,2086.825,2014.3,2137.357,1980.144,3091.721,4168.883,3295.468,2459.821,2138.853,4489.973,4290.79,4083.421
5352,Public,2585.05,3118.525,2948.771,2842.871,2292.572,2247.023,2155.997,2055.998,1933.862,2120.279,2032.79,2086.825,2014.3,2137.357,1980.144,3091.721,4168.883,3295.468,2459.821,2138.853,4489.973,4290.79,4083.421,2744.104
5353,Public,3118.525,2948.771,2842.871,2292.572,2247.023,2155.997,2055.998,1933.862,2120.279,2032.79,2086.825,2014.3,2137.357,1980.144,3091.721,4168.883,3295.468,2459.821,2138.853,4489.973,4290.79,4083.421,2744.104,2093.889
5354,Public,2948.771,2842.871,2292.572,2247.023,2155.997,2055.998,1933.862,2120.279,2032.79,2086.825,2014.3,2137.357,1980.144,3091.721,4168.883,3295.468,2459.821,2138.853,4489.973,4290.79,4083.421,2744.104,2093.889,2282.349
5355,Public,2842.871,2292.572,2247.023,2155.997,2055.998,1933.862,2120.279,2032.79,2086.825,2014.3,2137.357,1980.144,3091.721,4168.883,3295.468,2459.821,2138.853,4489.973,4290.79,4083.421,2744.104,2093.889,2282.349,2792.267
5356,Public,2292.572,2247.023,2155.997,2055.998,1933.862,2120.279,2032.79,2086.825,2014.3,2137.357,1980.144,3091.721,4168.883,3295.468,2459.821,2138.853,4489.973,4290.79,4083.421,2744.104,2093.889,2282.349,2792.267,2083.227
5357,Public,2247.023,2155.997,2055.998,1933.862,2120.279,2032.79,2086.825,2014.3,2137.357,1980.144,3091.721,4168.883,3295.468,2459.821,2138.853,4489.973,4290.79,4083.421,2744.104,2093.889,2282.349,2792.267,2083.227,2308.184
5358,Public,2155.997,2055.998,1933.862,2120.279,2032.79,2086.825,2014.3,2137.357,1980.144,3091.721,4168.883,3295.468,2459.821,2138.853,4489.973,4290.79,4083.421,2744.104,2093.889,2282.349,2792.267,2083.227,2308.184,2164.556
5359,Public,2055.998,1933.862,2120.279,2032.79,2086.825,2014.3,2137.357,1980.144,3091.721,4168.883,3295.468,2459.821,2138.853,4489.973,4290.79,4083.421,2744.104,2093.889,2282.349,2792.267,2083.227,2308.184,2164.556,2121.794
5360,Public,1933.862,2120.279,2032.79,2086.825,2014.3,2137.357,1980.144,3091.721,4168.883,3295.468,2459.821,2138.853,4489.973,4290.79,4083.421,2744.104,2093.889,2282.349,2792.267,2083.227,2308.184,2164.556,2121.794,2118.33
5361,Public,2120.279,2032.79,2086.825,2014.3,2137.357,1980.144,3091.721,4168.883,3295.468,2459.821,2138.853,4489.973,4290.79,4083.421,2744.104,2093.889,2282.349,2792.267,2083.227,2308.184,2164.556,2121.794,2118.33,1962.122
5362,Public,2032.79,2086.825,2014.3,2137.357,1980.144,3091.721,4168.883,3295.468,2459.821,2138.853,4489.973,4290.79,4083.421,2744.104,2093.889,2282.349,2792.267,2083.227,2308.184,2164.556,2121.794,2118.33,1962.122,1915.128
5363,Public,2086.825,2014.3,2137.357,1980.144,3091.721,4168.883,3295.468,2459.821,2138.853,4489.973,4290.79,4083.421,2744.104,2093.889,2282.349,2792.267,2083.227,2308.184,2164.556,2121.794,2118.33,1962.122,1915.128,1931.718
5364,Public,2014.3,2137.357,1980.144,3091.721,4168.883,3295.468,2459.821,2138.853,4489.973,4290.79,4083.421,2744.104,2093.889,2282.349,2792.267,2083.227,2308.184,2164.556,2121.794,2118.33,1962.122,1915.128,1931.718,2052.057
5365,Public,2137.357,1980.144,3091.721,4168.883,3295.468,2459.821,2138.853,4489.973,4290.79,4083.421,2744.104,2093.889,2282.349,2792.267,2083.227,2308.184,2164.556,2121.794,2118.33,1962.122,1915.128,1931.718,2052.057,2006.529
5366,Public,1980.144,3091.721,4168.883,3295.468,2459.821,2138.853,4489.973,4290.79,4083.421,2744.104,2093.889,2282.349,2792.267,2083.227,2308.184,2164.556,2121.794,2118.33,1962.122,1915.128,1931.718,2052.057,2006.529,1913.128
5367,Public,3091.721,4168.883,3295.468,2459.821,2138.853,4489.973,4290.79,4083.421,2744.104,2093.889,2282.349,2792.267,2083.227,2308.184,2164.556,2121.794,2118.33,1962.122,1915.128,1931.718,2052.057,2006.529,1913.128,1906.27
5368,Public,4168.883,3295.468,2459.821,2138.853,4489.973,4290.79,4083.421,2744.104,2093.889,2282.349,2792.267,2083.227,2308.184,2164.556,2121.794,2118.33,1962.122,1915.128,1931.718,2052.057,2006.529,1913.128,1906.27,2195.09
5369,Public,3295.468,2459.821,2138.853,4489.973,4290.79,4083.421,2744.104,2093.889,2282.349,2792.267,2083.227,2308.184,2164.556,2121.794,2118.33,1962.122,1915.128,1931.718,2052.057,2006.529,1913.128,1906.27,2195.09,5237.765
5370,Public,2459.821,2138.853,4489.973,4290.79,4083.421,2744.104,2093.889,2282.349,2792.267,2083.227,2308.184,2164.556,2121.794,2118.33,1962.122,1915.128,1931.718,2052.057,2006.529,1913.128,1906.27,2195.09,5237.765,6072.549
5371,Public,2138.853,4489.973,4290.79,4083.421,2744.104,2093.889,2282.349,2792.267,2083.227,2308.184,2164.556,2121.794,2118.33,1962.122,1915.128,1931.718,2052.057,2006.529,1913.128,1906.27,2195.09,5237.765,6072.549,6292.671
5372,Public,4489.973,4290.79,4083.421,2744.104,2093.889,2282.349,2792.267,2083.227,2308.184,2164.556,2121.794,2118.33,1962.122,1915.128,1931.718,2052.057,2006.529,1913.128,1906.27,2195.09,5237.765,6072.549,6292.671,3050.024
5373,Public,4290.79,4083.421,2744.104,2093.889,2282.349,2792.267,2083.227,2308.184,2164.556,2121.794,2118.33,1962.122,1915.128,1931.718,2052.057,2006.529,1913.128,1906.27,2195.09,5237.765,6072.549,6292.671,3050.024,4956.186
5374,Public,4083.421,2744.104,2093.889,2282.349,2792.267,2083.227,2308.184,2164.556,2121.794,2118.33,1962.122,1915.128,1931.718,2052.057,2006.529,1913.128,1906.27,2195.09,5237.765,6072.549,6292.671,3050.024,4956.186,4303.49
5375,Public,2744.104,2093.889,2282.349,2792.267,2083.227,2308.184,2164.556,2121.794,2118.33,1962.122,1915.128,1931.718,2052.057,2006.529,1913.128,1906.27,2195.09,5237.765,6072.549,6292.671,3050.024,4956.186,4303.49,5874.179
5376,Public,2093.889,2282.349,2792.267,2083.227,2308.184,2164.556,2121.794,2118.33,1962.122,1915.128,1931.718,2052.057,2006.529,1913.128,1906.27,2195.09,5237.765,6072.549,6292.671,3050.024,4956.186,4303.49,5874.179,4193.314
5377,Public,2282.349,2792.267,2083.227,2308.184,2164.556,2121.794,2118.33,1962.122,1915.128,1931.718,2052.057,2006.529,1913.128,1906.27,2195.09,5237.765,6072.549,6292.671,3050.024,4956.186,4303.49,5874.179,4193.314,2132.247
5378,Public,2792.267,2083.227,2308.184,2164.556,2121.794,2118.33,1962.122,1915.128,1931.718,2052.057,2006.529,1913.128,1906.27,2195.09,5237.765,6072.549,6292.671,3050.024,4956.186,4303.49,5874.179,4193.314,2132.247,2291.21
5379,Public,2083.227,2308.184,2164.556,2121.794,2118.33,1962.122,1915.128,1931.718,2052.057,2006.529,1913.128,1906.27,2195.09,5237.765,6072.549,6292.671,3050.024,4956.186,4303.49,5874.179,4193.314,2132.247,2291.21,2043.268
5380,Public,2308.184,2164.556,2121.794,2118.33,1962.122,1915.128,1931.718,2052.057,2006.529,1913.128,1906.27,2195.09,5237.765,6072.549,6292.671,3050.024,4956.186,4303.49,5874.179,4193.314,2132.247,2291.21,2043.268,2376.901
5381,Public,2164.556,2121.794,2118.33,1962.122,1915.128,1931.718,2052.057,2006.529,1913.128,1906.27,2195.09,5237.765,6072.549,6292.671,3050.024,4956.186,4303.49,5874.179,4193.314,2132.247,2291.21,2043.268,2376.901,2124.219
5382,Public,2121.794,2118.33,1962.122,1915.128,1931.718,2052.057,2006.529,1913.128,1906.27,2195.09,5237.765,6072.549,6292.671,3050.024,4956.186,4303.49,5874.179,4193.314,2132.247,2291.21,2043.268,2376.901,2124.219,1939.907
5383,Public,2118.33,1962.122,1915.128,1931.718,2052.057,2006.529,1913.128,1906.27,2195.09,5237.765,6072.549,6292.671,3050.024,4956.186,4303.49,5874.179,4193.314,2132.247,2291.21,2043.268,2376.901,2124.219,1939.907,2730.557
5384,Public,1962.122,1915.128,1931.718,2052.057,2006.529,1913.128,1906.27,2195.09,5237.765,6072.549,6292.671,3050.024,4956.186,4303.49,5874.179,4193.314,2132.247,2291.21,2043.268,2376.901,2124.219,1939.907,2730.557,2119.529
5385,Public,1915.128,1931.718,2052.057,2006.529,1913.128,1906.27,2195.09,5237.765,6072.549,6292.671,3050.024,4956.186,4303.49,5874.179,4193.314,2132.247,2291.21,2043.268,2376.901,2124.219,1939.907,2730.557,2119.529,2056.623
5386,Public,1931.718,2052.057,2006.529,1913.128,1906.27,2195.09,5237.765,6072.549,6292.671,3050.024,4956.186,4303.49,5874.179,4193.314,2132.247,2291.21,2043.268,2376.901,2124.219,1939.907,2730.557,2119.529,2056.623,1905.074
5387,Public,2052.057,2006.529,1913.128,1906.27,2195.09,5237.765,6072.549,6292.671,3050.024,4956.186,4303.49,5874.179,4193.314,2132.247,2291.21,2043.268,2376.901,2124.219,1939.907,2730.557,2119.529,2056.623,1905.074,2002.712
5388,Public,2006.529,1913.128,1906.27,2195.09,5237.765,6072.549,6292.671,3050.024,4956.186,4303.49,5874.179,4193.314,2132.247,2291.21,2043.268,2376.901,2124.219,1939.907,2730.557,2119.529,2056.623,1905.074,2002.712,2017.532
5389,Public,1913.128,1906.27,2195.09,5237.765,6072.549,6292.671,3050.024,4956.186,4303.49,5874.179,4193.314,2132.247,2291.21,2043.268,2376.901,2124.219,1939.907,2730.557,2119.529,2056.623,1905.074,2002.712,2017.532,1891.306
5390,Public,1906.27,2195.09,5237.765,6072.549,6292.671,3050.024,4956.186,4303.49,5874.179,4193.314,2132.247,2291.21,2043.268,2376.901,2124.219,1939.907,2730.557,2119.529,2056.623,1905.074,2002.712,2017.532,1891.306,2120.095
5391,Public,2195.09,5237.765,6072.549,6292.671,3050.024,4956.186,4303.49,5874.179,4193.314,2132.247,2291.21,2043.268,2376.901,2124.219,1939.907,2730.557,2119.529,2056.623,1905.074,2002.712,2017.532,1891.306,2120.095,2495.659
5392,Public,5237.765,6072.549,6292.671,3050.024,4956.186,4303.49,5874.179,4193.314,2132.247,2291.21,2043.268,2376.901,2124.219,1939.907,2730.557,2119.529,2056.623,1905.074,2002.712,2017.532,1891.306,2120.095,2495.659,3335.829
5393,Public,6072.549,6292.671,3050.024,4956.186,4303.49,5874.179,4193.314,2132.247,2291.21,2043.268,2376.901,2124.219,1939.907,2730.557,2119.529,2056.623,1905.074,2002.712,2017.532,1891.306,2120.095,2495.659,3335.829,7500.356
5394,Public,6292.671,3050.024,4956.186,4303.49,5874.179,4193.314,2132.247,2291.21,2043.268,2376.901,2124.219,1939.907,2730.557,2119.529,2056.623,1905.074,2002.712,2017.532,1891.306,2120.095,2495.659,3335.829,7500.356,9606.184
5395,Public,3050.024,4956.186,4303.49,5874.179,4193.314,2132.247,2291.21,2043.268,2376.901,2124.219,1939.907,2730.557,2119.529,2056.623,1905.074,2002.712,2017.532,1891.306,2120.095,2495.659,3335.829,7500.356,9606.184,9280.74
5396,Public,4956.186,4303.49,5874.179,4193.314,2132.247,2291.21,2043.268,2376.901,2124.219,1939.907,2730.557,2119.529,2056.623,1905.074,2002.712,2017.532,1891.306,2120.095,2495.659,3335.829,7500.356,9606.184,9280.74,4042.067
5397,Public,4303.49,5874.179,4193.314,2132.247,2291.21,2043.268,2376.901,2124.219,1939.907,2730.557,2119.529,2056.623,1905.074,2002.712,2017.532,1891.306,2120.095,2495.659,3335.829,7500.356,9606.184,9280.74,4042.067,7737.536
5398,Public,5874.179,4193.314,2132.247,2291.21,2043.268,2376.901,2124.219,1939.907,2730.557,2119.529,2056.623,1905.074,2002.712,2017.532,1891.306,2120.095,2495.659,3335.829,7500.356,9606.184,9280.74,4042.067,7737.536,12186.129
5399,Public,4193.314,2132.247,2291.21,2043.268,2376.901,2124.219,1939.907,2730.557,2119.529,2056.623,1905.074,2002.712,2017.532,1891.306,2120.095,2495.659,3335.829,7500.356,9606.184,9280.74,4042.067,7737.536,12186.129,7807.304
5400,Public,2132.247,2291.21,2043.268,2376.901,2124.219,1939.907,2730.557,2119.529,2056.623,1905.074,2002.712,2017.532,1891.306,2120.095,2495.659,3335.829,7500.356,9606.184,9280.74,4042.067,7737.536,12186.129,7807.304,4751.98
5401,Public,2291.21,2043.268,2376.901,2124.219,1939.907,2730.557,2119.529,2056.623,1905.074,2002.712,2017.532,1891.306,2120.095,2495.659,3335.829,7500.356,9606.184,9280.74,4042.067,7737.536,12186.129,7807.304,4751.98,2093.219
5402,Public,2043.268,2376.901,2124.219,1939.907,2730.557,2119.529,2056.623,1905.074,2002.712,2017.532,1891.306,2120.095,2495.659,3335.829,7500.356,9606.184,9280.74,4042.067,7737.536,12186.129,7807.304,4751.98,2093.219,2713.729
5403,Public,2376.901,2124.219,1939.907,2730.557,2119.529,2056.623,1905.074,2002.712,2017.532,1891.306,2120.095,2495.659,3335.829,7500.356,9606.184,9280.74,4042.067,7737.536,12186.129,7807.304,4751.98,2093.219,2713.729,2408.78
5404,Public,2124.219,1939.907,2730.557,2119.529,2056.623,1905.074,2002.712,2017.532,1891.306,2120.095,2495.659,3335.829,7500.356,9606.184,9280.74,4042.067,7737.536,12186.129,7807.304,4751.98,2093.219,2713.729,2408.78,2595.637
5405,Public,1939.907,2730.557,2119.529,2056.623,1905.074,2002.712,2017.532,1891.306,2120.095,2495.659,3335.829,7500.356,9606.184,9280.74,4042.067,7737.536,12186.129,7807.304,4751.98,2093.219,2713.729,2408.78,2595.637,2312.768
5406,Public,2730.557,2119.529,2056.623,1905.074,2002.712,2017.532,1891.306,2120.095,2495.659,3335.829,7500.356,9606.184,9280.74,4042.067,7737.536,12186.129,7807.304,4751.98,2093.219,2713.729,2408.78,2595.637,2312.768,2271.461
5407,Public,2119.529,2056.623,1905.074,2002.712,2017.532,1891.306,2120.095,2495.659,3335.829,7500.356,9606.184,9280.74,4042.067,7737.536,12186.129,7807.304,4751.98,2093.219,2713.729,2408.78,2595.637,2312.768,2271.461,2127.522
5408,Public,2056.623,1905.074,2002.712,2017.532,1891.306,2120.095,2495.659,3335.829,7500.356,9606.184,9280.74,4042.067,7737.536,12186.129,7807.304,4751.98,2093.219,2713.729,2408.78,2595.637,2312.768,2271.461,2127.522,2243.286
5409,Public,1905.074,2002.712,2017.532,1891.306,2120.095,2495.659,3335.829,7500.356,9606.184,9280.74,4042.067,7737.536,12186.129,7807.304,4751.98,2093.219,2713.729,2408.78,2595.637,2312.768,2271.461,2127.522,2243.286,2314.787
5410,Public,2002.712,2017.532,1891.306,2120.095,2495.659,3335.829,7500.356,9606.184,9280.74,4042.067,7737.536,12186.129,7807.304,4751.98,2093.219,2713.729,2408.78,2595.637,2312.768,2271.461,2127.522,2243.286,2314.787,2212.776
5411,Public,2017.532,1891.306,2120.095,2495.659,3335.829,7500.356,9606.184,9280.74,4042.067,7737.536,12186.129,7807.304,4751.98,2093.219,2713.729,2408.78,2595.637,2312.768,2271.461,2127.522,2243.286,2314.787,2212.776,2078.504
5412,Public,1891.306,2120.095,2495.659,3335.829,7500.356,9606.184,9280.74,4042.067,7737.536,12186.129,7807.304,4751.98,2093.219,2713.729,2408.78,2595.637,2312.768,2271.461,2127.522,2243.286,2314.787,2212.776,2078.504,1994.043
5413,Public,2120.095,2495.659,3335.829,7500.356,9606.184,9280.74,4042.067,7737.536,12186.129,7807.304,4751.98,2093.219,2713.729,2408.78,2595.637,2312.768,2271.461,2127.522,2243.286,2314.787,2212.776,2078.504,1994.043,2215.737
5414,Public,2495.659,3335.829,7500.356,9606.184,9280.74,4042.067,7737.536,12186.129,7807.304,4751.98,2093.219,2713.729,2408.78,2595.637,2312.768,2271.461,2127.522,2243.286,2314.787,2212.776,2078.504,1994.043,2215.737,2193.162
5415,Public,3335.829,7500.356,9606.184,9280.74,4042.067,7737.536,12186.129,7807.304,4751.98,2093.219,2713.729,2408.78,2595.637,2312.768,2271.461,2127.522,2243.286,2314.787,2212.776,2078.504,1994.043,2215.737,2193.162,2293.109
5416,Public,7500.356,9606.184,9280.74,4042.067,7737.536,12186.129,7807.304,4751.98,2093.219,2713.729,2408.78,2595.637,2312.768,2271.461,2127.522,2243.286,2314.787,2212.776,2078.504,1994.043,2215.737,2193.162,2293.109,5750.889
5417,Public,9606.184,9280.74,4042.067,7737.536,12186.129,7807.304,4751.98,2093.219,2713.729,2408.78,2595.637,2312.768,2271.461,2127.522,2243.286,2314.787,2212.776,2078.504,1994.043,2215.737,2193.162,2293.109,5750.889,14201.361
5418,Public,9280.74,4042.067,7737.536,12186.129,7807.304,4751.98,2093.219,2713.729,2408.78,2595.637,2312.768,2271.461,2127.522,2243.286,2314.787,2212.776,2078.504,1994.043,2215.737,2193.162,2293.109,5750.889,14201.361,15264.267
5419,Public,4042.067,7737.536,12186.129,7807.304,4751.98,2093.219,2713.729,2408.78,2595.637,2312.768,2271.461,2127.522,2243.286,2314.787,2212.776,2078.504,1994.043,2215.737,2193.162,2293.109,5750.889,14201.361,15264.267,11709.899
5420,Public,7737.536,12186.129,7807.304,4751.98,2093.219,2713.729,2408.78,2595.637,2312.768,2271.461,2127.522,2243.286,2314.787,2212.776,2078.504,1994.043,2215.737,2193.162,2293.109,5750.889,14201.361,15264.267,11709.899,6448.565
5421,Public,12186.129,7807.304,4751.98,2093.219,2713.729,2408.78,2595.637,2312.768,2271.461,2127.522,2243.286,2314.787,2212.776,2078.504,1994.043,2215.737,2193.162,2293.109,5750.889,14201.361,15264.267,11709.899,6448.565,12492.997
5422,Public,7807.304,4751.98,2093.219,2713.729,2408.78,2595.637,2312.768,2271.461,2127.522,2243.286,2314.787,2212.776,2078.504,1994.043,2215.737,2193.162,2293.109,5750.889,14201.361,15264.267,11709.899,6448.565,12492.997,11487.624
5423,Public,4751.98,2093.219,2713.729,2408.78,2595.637,2312.768,2271.461,2127.522,2243.286,2314.787,2212.776,2078.504,1994.043,2215.737,2193.162,2293.109,5750.889,14201.361,15264.267,11709.899,6448.565,12492.997,11487.624,12873.023
5424,Public,2093.219,2713.729,2408.78,2595.637,2312.768,2271.461,2127.522,2243.286,2314.787,2212.776,2078.504,1994.043,2215.737,2193.162,2293.109,5750.889,14201.361,15264.267,11709.899,6448.565,12492.997,11487.624,12873.023,5381.71
5425,Public,2713.729,2408.78,2595.637,2312.768,2271.461,2127.522,2243.286,2314.787,2212.776,2078.504,1994.043,2215.737,2193.162,2293.109,5750.889,14201.361,15264.267,11709.899,6448.565,12492.997,11487.624,12873.023,5381.71,2081.371
5426,Public,2408.78,2595.637,2312.768,2271.461,2127.522,2243.286,2314.787,2212.776,2078.504,1994.043,2215.737,2193.162,2293.109,5750.889,14201.361,15264.267,11709.899,6448.565,12492.997,11487.624,12873.023,5381.71,2081.371,2340.759
5427,Public,2595.637,2312.768,2271.461,2127.522,2243.286,2314.787,2212.776,2078.504,1994.043,2215.737,2193.162,2293.109,5750.889,14201.361,15264.267,11709.899,6448.565,12492.997,11487.624,12873.023,5381.71,2081.371,2340.759,2367.038
5428,Public,2312.768,2271.461,2127.522,2243.286,2314.787,2212.776,2078.504,1994.043,2215.737,2193.162,2293.109,5750.889,14201.361,15264.267,11709.899,6448.565,12492.997,11487.624,12873.023,5381.71,2081.371,2340.759,2367.038,786.76
5429,Public,2271.461,2127.522,2243.286,2314.787,2212.776,2078.504,1994.043,2215.737,2193.162,2293.109,5750.889,14201.361,15264.267,11709.899,6448.565,12492.997,11487.624,12873.023,5381.71,2081.371,2340.759,2367.038,786.76,2640.617
5430,Public,2127.522,2243.286,2314.787,2212.776,2078.504,1994.043,2215.737,2193.162,2293.109,5750.889,14201.361,15264.267,11709.899,6448.565,12492.997,11487.624,12873.023,5381.71,2081.371,2340.759,2367.038,786.76,2640.617,2240.649
5431,Public,2243.286,2314.787,2212.776,2078.504,1994.043,2215.737,2193.162,2293.109,5750.889,14201.361,15264.267,11709.899,6448.565,12492.997,11487.624,12873.023,5381.71,2081.371,2340.759,2367.038,786.76,2640.617,2240.649,2206.153
5432,Public,2314.787,2212.776,2078.504,1994.043,2215.737,2193.162,2293.109,5750.889,14201.361,15264.267,11709.899,6448.565,12492.997,11487.624,12873.023,5381.71,2081.371,2340.759,2367.038,786.76,2640.617,2240.649,2206.153,2071.213
5433,Public,2212.776,2078.504,1994.043,2215.737,2193.162,2293.109,5750.889,14201.361,15264.267,11709.899,6448.565,12492.997,11487.624,12873.023,5381.71,2081.371,2340.759,2367.038,786.76,2640.617,2240.649,2206.153,2071.213,2268.258
5434,Public,2078.504,1994.043,2215.737,2193.162,2293.109,5750.889,14201.361,15264.267,11709.899,6448.565,12492.997,11487.624,12873.023,5381.71,2081.371,2340.759,2367.038,786.76,2640.617,2240.649,2206.153,2071.213,2268.258,2005.539
5435,Public,1994.043,2215.737,2193.162,2293.109,5750.889,14201.361,15264.267,11709.899,6448.565,12492.997,11487.624,12873.023,5381.71,2081.371,2340.759,2367.038,786.76,2640.617,2240.649,2206.153,2071.213,2268.258,2005.539,2074.556
5436,Public,2215.737,2193.162,2293.109,5750.889,14201.361,15264.267,11709.899,6448.565,12492.997,11487.624,12873.023,5381.71,2081.371,2340.759,2367.038,786.76,2640.617,2240.649,2206.153,2071.213,2268.258,2005.539,2074.556,2091.632
5437,Public,2193.162,2293.109,5750.889,14201.361,15264.267,11709.899,6448.565,12492.997,11487.624,12873.023,5381.71,2081.371,2340.759,2367.038,786.76,2640.617,2240.649,2206.153,2071.213,2268.258,2005.539,2074.556,2091.632,2167.008
5438,Public,2293.109,5750.889,14201.361,15264.267,11709.899,6448.565,12492.997,11487.624,12873.023,5381.71,2081.371,2340.759,2367.038,786.76,2640.617,2240.649,2206.153,2071.213,2268.258,2005.539,2074.556,2091.632,2167.008,2321.557
5439,Public,5750.889,14201.361,15264.267,11709.899,6448.565,12492.997,11487.624,12873.023,5381.71,2081.371,2340.759,2367.038,786.76,2640.617,2240.649,2206.153,2071.213,2268.258,2005.539,2074.556,2091.632,2167.008,2321.557,2073.597
5440,Public,14201.361,15264.267,11709.899,6448.565,12492.997,11487.624,12873.023,5381.71,2081.371,2340.759,2367.038,786.76,2640.617,2240.649,2206.153,2071.213,2268.258,2005.539,2074.556,2091.632,2167.008,2321.557,2073.597,5366.148
5441,Public,15264.267,11709.899,6448.565,12492.997,11487.624,12873.023,5381.71,2081.371,2340.759,2367.038,786.76,2640.617,2240.649,2206.153,2071.213,2268.258,2005.539,2074.556,2091.632,2167.008,2321.557,2073.597,5366.148,12482.553
5442,Public,11709.899,6448.565,12492.997,11487.624,12873.023,5381.71,2081.371,2340.759,2367.038,786.76,2640.617,2240.649,2206.153,2071.213,2268.258,2005.539,2074.556,2091.632,2167.008,2321.557,2073.597,5366.148,12482.553,12913.039
5443,Public,6448.565,12492.997,11487.624,12873.023,5381.71,2081.371,2340.759,2367.038,786.76,2640.617,2240.649,2206.153,2071.213,2268.258,2005.539,2074.556,2091.632,2167.008,2321.557,2073.597,5366.148,12482.553,12913.039,18777.781
5444,Public,12492.997,11487.624,12873.023,5381.71,2081.371,2340.759,2367.038,786.76,2640.617,2240.649,2206.153,2071.213,2268.258,2005.539,2074.556,2091.632,2167.008,2321.557,2073.597,5366.148,12482.553,12913.039,18777.781,19407.21
